Date,Time,SI,LI,LI_V,SWEAT,KI,CT,VT,TT,CAPE,CAPE_V,CIN,CIN_V,EL,EL_V,LFC,LFC_V,BRN,BRN_V,LCL_T,LCL_P,THETAE_LCL,MML_PT,MML_MR,THK_1000_500,PW,Thunderstorm_24h
2000-01-10,12Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,289.91552302350027,905.694676794262,337.2784985441135,299.3013894130278,8.905804611264358,,11.262497478699292,0
2000-01-11,00Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,290.44887685522343,979.8875745243096,328.47372405966826,296.2162754609146,10.840840054664142,,12.788968219902726,0
2000-01-11,12Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,290.9388121954552,920.0314283785372,338.92224605751164,298.0415922285437,9.18199552207144,,9.771367179450632,0
2000-01-12,00Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,288.7595160797221,973.9869776481504,323.594675469904,298.7545408128328,10.460906254426645,,19.80144174062149,0
2000-01-12,12Z,12.625077506128363,3.4467692029384285,2.575390779749057,37.39306930693069,9.515049504950497,-0.081980198019802,26.017029702970294,25.93504950495049,0.0827184726742427,23.54105069367365,-337.09575526804974,-251.4488715634673,,,,,0.0006487621676249,0.1846327982425522,288.49974530818406,892.3817167161105,334.1914554589523,301.6481658164784,4.952583881871944,5731.729653266357,15.662214291520083,0
2000-01-13,00Z,,,,,,,,,75.04836097981384,136.2878917918512,-59.13839760315204,-20.457604406583048,591.9808976371182,,611.8281256429491,726.313844846353,,,290.81882485619354,983.2956038126893,329.30263798050566,295.060265038656,6.492159759443093,,13.18771665517927,0
2000-01-13,12Z,10.16847112338201,-3.1439039857947595,-4.177845716303636,39.0,17.799999999999997,4.300000000000001,27.3,31.6,481.4803203144977,553.7830240841006,-18.992957224610024,0.0,,,769.9713388134791,771.6177055889427,,,291.7323486819733,918.33441721873,342.2799912389889,299.2477285561247,8.837283508445921,5693.69356649667,23.287801149276216,0
2000-01-14,00Z,,,,,,,,,87.05268052567877,116.15383579928806,-312.0186360516179,-372.55623850856045,603.4062115979185,,716.2400915528862,709.1110057855753,,,292.6824800010766,992.6281882710388,334.8199617003702,298.18581255542364,13.294604339337909,,35.28257867398382,0
2000-01-14,12Z,,,,,,,,,614.692791117863,0.0,0.0,0.0,,,858.1994601233164,862.5356379194945,,,293.3559049313701,931.0752712637444,346.8993140499851,300.636634652198,9.35689078712338,,22.265104371912365,0
2000-01-15,00Z,,,,,,,,,2.7286683828767666,4.944307404711475,-286.6388288318865,-305.42745483130085,,,701.5058088075616,704.9961337398265,,,292.58704456317724,986.76144685156,335.2947624536859,299.2227969923093,13.007759149565002,,24.070413193762715,0
2000-01-15,12Z,,,,,,,,,169.59742051218927,204.114108133569,-101.78110151107676,-51.64911144713586,,,742.2579654439627,745.0319920127521,,,292.7599952762383,931.9212146889388,344.27475245244307,301.0005110098042,9.366764683002366,,21.379314005991773,0
2000-01-16,00Z,,,,,,,,,59.33241772135392,87.76123933325657,-337.6553537083205,-326.6391900220305,,,679.0431653322022,685.6898314917272,,,292.3112936149171,990.185469134145,333.7653539347085,298.3115766495239,10.220369660544405,,21.51285858885271,0
2000-01-16,12Z,,,,,,,,,345.9110216941616,392.1821415815371,-56.12416137083142,0.0,,,775.0032392985589,775.0055771733022,,,292.1291155631583,919.3170652733728,343.71586711086667,301.3076752148518,6.648599937281472,,19.33322220814178,0
2000-01-17,00Z,,,,,,,,,25.121902901152083,56.96924356819165,-306.6453947159418,-299.43642275534046,647.4369819122138,,686.709352328881,605.1801253811009,,,292.6630589215678,988.2524917431748,335.3709829934258,298.9065402944347,10.299198999094568,,21.89118516352132,0
2000-01-17,12Z,,,,,,,,,57.80947708043405,58.64284088375342,-127.95514560814198,-97.86418944883688,,,756.625219792763,754.1426878778992,,,293.55456217089505,934.8212091219305,347.1330164952448,302.34738229258,10.42511914768574,,22.812387557280637,0
2000-01-18,00Z,,,,,,,,,116.43936863521948,130.5967573714258,-26.49208667831822,-59.99988341322793,,,724.3562401000815,823.4514344286531,,,293.5656511378062,983.4485481144128,339.6058095653078,297.3166152719307,13.42460945781263,,26.77368831356281,0
2000-01-18,12Z,,,,,,,,,41.52204268000061,33.77754645827302,0.0,0.0,810.6370198270735,,948.609317842302,,,,294.38775162759345,948.609317842302,348.47761687511434,299.2140722532953,15.023912033850875,,33.31662197231417,0
2000-01-19,12Z,,,,,,,,,95.66433232266706,0.0,0.0,0.0,741.3716026128684,,814.4384609979016,811.0952111280578,,,294.92886564089986,955.088074694446,349.80157514739267,300.2156424161,12.603038407139,,20.979373699728225,0
2000-01-20,00Z,,,,,,,,,37.44923544034726,48.67600157155557,-35.36129390431159,-37.98798374275841,799.4971670502032,794.4863085846488,826.8535561904345,834.561625326236,,,293.66953728203003,974.7671163259422,341.33055808010647,299.4099606937121,9.620766444310592,,14.452807697735343,0
2000-01-20,12Z,,,,,,,,,237.24446608380072,266.5024412780533,0.0,0.0,,,869.0798792828975,882.2331676946671,,,294.34905141181065,930.282862562662,351.3513257336603,300.72684006862585,5.80721910054375,,11.855900833602956,0
2000-01-21,00Z,,,,,,,,,182.62318513179648,226.2570590514896,0.0,-15.188330753620692,657.7787326709139,,830.612161617475,831.5903497759522,,,294.16432816875687,980.54693298393,342.485340791046,297.23984206382835,13.995563311863032,,23.72698205320299,0
2000-01-21,12Z,,,,,,,,,224.11487850846547,239.92973850185055,0.0,0.0,,,795.5544386544435,793.5596379373044,,,293.9518141251385,933.017200244551,349.14162321316485,298.9108436255601,11.87769536559239,,25.385198652616754,0
2000-01-22,12Z,,,,,,,,,116.21155797121308,117.34787532006428,-49.92049466598431,-32.545341318625,655.04820276416,652.2319908465391,764.3650772397542,758.8104016118249,,,291.9307363066837,919.2837651220266,342.92158667565866,299.7714645991563,12.929348943395118,,30.712426279050145,0
2000-01-23,00Z,,,,,,,,,28.71459839493308,30.72020611732848,-314.73088588219616,-356.1558911032652,689.06020773689,686.619403829319,736.6281529602,734.088716544984,,,291.9978377953676,977.0786940196692,334.4555111285405,298.8096597136133,14.227251152452014,,31.730689705789807,0
2000-01-23,12Z,,,,,,,,,148.71970443583507,167.9216111805883,0.0,-1.4473977051362985,659.887635634517,653.8924015054074,782.2258175120616,781.676453073597,,,292.7242396645418,919.4163105418874,346.14588016453115,299.2736977362686,15.0751071602116,,29.31972117737956,0
2000-01-24,00Z,,,,,,,,,52.50276786179845,30.685873148454277,0.0,0.0,828.6578390087147,829.0832869597369,871.8622738724787,864.410966480654,,,292.9476637026136,974.259435353232,338.51509441474184,295.5566608188008,8.038632020742941,,16.524836408921473,0
2000-01-24,12Z,,,,,,,,,0.0,199.41472990739865,0.0,-17.701878895664,,,910.6424905271748,825.700575721996,,,293.9518258038633,934.876471497959,348.83395560802296,299.62557445000647,17.118272507055835,,39.53563633657139,0
2000-01-25,00Z,,,,,,,,,95.2844898627413,72.03926185919651,-30.94494615810912,-58.20467572959758,758.047795198281,756.8005193229649,878.8561902357652,839.5435671131593,,,293.25127804397897,970.4950007284662,340.2851523822843,297.8750879286327,15.233930297291156,,29.196689479278163,0
2000-01-25,12Z,,,,,,,,,60.93598049669465,55.38123886519373,-41.89054174816133,-67.01577847172513,727.1739088020607,,802.1637121315073,775.5133032494044,,,291.50056675227995,908.7136046622608,342.89090830975886,299.89155792043243,15.04019551811892,,34.081889348371384,0
2000-01-26,00Z,,,,,,,,,117.03622044708112,106.5293977923377,-6.411116298488233,-39.31227063388719,,,703.0907173532812,823.3488130186023,,,290.9891182265029,944.1104842162176,335.48249971744247,296.58314648118267,13.51423153001698,,31.355277815803674,0
2000-01-26,12Z,,,,,,,,,124.3902758034937,144.30016079744027,0.0,0.0,,,786.9593543843174,789.7749784592245,,,290.7080747712496,908.558800129486,339.8201123147731,297.6927871794199,10.258605941430623,,21.071547046964078,0
2000-01-27,00Z,,,,,,,,,95.94353022382116,0.0,0.0,0.0,,,947.7807931531028,904.0979718263492,,,291.08235635670906,947.7807931531028,335.2887576763597,295.7082140390374,13.294995344523196,,26.08118087337727,0
2000-01-27,12Z,,,,,,,,,0.0055064999405417,0.5855026326670637,-35.44090895923951,-21.79838501386913,,,,,,,287.8522047285497,868.6041452672733,335.54907766797464,299.22811364906863,10.062838427222554,,18.724904115706067,0
2000-01-28,00Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,288.51170972489285,936.388621359528,327.8562716576961,297.1908487330662,10.307368768525231,,18.21401358235823,0
2000-01-28,12Z,,,,,,,,,32.76808972799122,35.96270238193345,-99.1834193572404,-72.15803980230541,708.7912847007725,707.061989369664,759.164712221417,756.9938688910903,,,287.8522047285497,868.6041452672733,335.54907766797464,300.36705774792733,9.342417007477128,,21.18695310723899,0
2000-01-29,00Z,,,,,,,,,20.3301066610359,16.28528044726612,-147.25914617478617,-175.06537773915076,775.4759489657961,775.5638726299451,815.8462403061409,807.3901972236636,,,290.0450633778085,962.157545372099,329.5059639571937,297.54304182758284,10.94027987429764,,22.368092498318383,0
2000-01-29,12Z,,,,,,,,,134.66662458198178,0.0,-8.996201204289303,0.0,719.5382711403231,712.5551785895873,854.1190145072871,838.6435787027513,,,291.8967899193967,907.8873790703306,344.6180120261146,301.080437974106,11.87885415133819,,25.796246329226825,0
2000-01-30,00Z,,,,,,,,,26.580698048333137,30.07515490148232,-160.98363278929372,-199.83409046777396,796.0377060251896,793.0786821767272,832.7776744097043,828.2582940468602,,,290.47300746159755,959.860507176606,331.3335527397848,298.45452023200886,13.538320205581735,,23.283999878469043,0
2000-01-30,12Z,,,,,,,,,24.744687896937307,27.288140523155946,0.0,0.0,737.454460656699,734.6293838401089,776.6715964443107,772.0539841312886,,,287.87879901447974,882.0709202705413,333.5794221724952,296.5926844191864,12.304320118461993,,25.727457188071547,0
2000-01-31,00Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,288.48113726996456,941.4509592546926,327.0536635159915,295.8339840769032,13.052943227139506,,25.556270904146697,0
2000-01-31,12Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,289.06459751284274,882.3685835684133,337.7590257863497,298.24955301921034,13.218270163364254,,18.89750384899529,0
2000-02-01,00Z,,,,,,,,,42.76407439652317,26.640812436613512,-7.415655898007933,-22.596979831007108,806.2978943753631,805.8522994288866,896.3608845519421,845.8998679890598,,,291.7617518490096,963.7297409087362,335.4970210172063,296.2309588242486,12.289172237164292,,22.52054233240611,0
2000-02-01,12Z,,,,,,,,,35.352987765789635,19.023721599486677,0.0,0.0,821.2822774263284,,906.7146268684728,829.0554207867204,,,290.5099321761981,906.7146268684728,339.35157811098463,297.1591196812315,13.88143603070526,,23.861609034985317,0
2000-02-02,00Z,,,,,,,,,1.163209748487713,0.0,-72.95520084386501,0.0,,,,,,,290.82448567738544,955.1789313624578,333.2653001076296,297.62410133666015,12.98709297720222,,19.019718211120715,0
2000-02-02,12Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,287.2349059613658,856.0712858418259,335.3398686918343,298.60432938059216,9.921486474145697,,13.864675632450025,0
2000-02-03,00Z,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,289.8590373094056,951.8160903434784,330.3019793536596,298.608914343643,10.753725811993329,,16.76921402168535,0
2000-02-03,12Z,,,,,,,,,105.82188897322143,115.45676469743226,-7.525512565208466,-18.349101434193464,,,810.019713369437,799.4052704634347,,,293.5545564929136,933.8916363720792,347.2846491916861,299.56125742372336,15.145720217200871,,28.89767211879389,0
2000-02-04,00Z,,,,,,,,,39.81442526979532,26.4860600963918,-0.6274154151608654,-17.746967060213187,,,841.4221770510311,834.9997701862966,,,294.7630066219794,981.5519631187616,344.84928733951864,297.89434880266634,15.28074515119146,,22.442748609502768,0
2000-02-04,12Z,,,,,,,,,46.52756584086703,58.576312493608015,-41.400408546676914,-81.68766483280582,,,738.561385795388,750.2480583969287,,,293.67747174507303,934.3338242929558,347.7382566404277,300.61752901320506,15.12725386815998,,33.24382656793792,0
2000-02-05,00Z,,,,,,,,,15.335970987068784,37.05506663414379,-105.55143603463164,-123.7971012216151,,,,720.4600061346142,,,292.6533142911871,967.5589122284154,338.3553676426302,298.6072829282733,12.943591248777498,,21.88896777790226,0
2000-02-05,12Z,,,,,,,,,73.94754330758181,83.52420174707449,0.0,0.0,,,810.2531543907035,809.7222322419472,,,294.2734302987906,932.5526916605324,350.6327047568312,299.04999315123075,16.459815510567303,,29.248253585197183,0
2000-02-06,00Z,,,,,,,,,393.9785032095577,370.5310270546941,0.0,0.0,,,959.7288284683896,841.4775581334404,,,295.0246743481258,959.7288284683896,349.4671842896552,298.2924736363703,16.220207654730007,,33.49473005112032,0
2000-02-06,12Z,,,,,,,,,563.8254543400624,573.866457386946,0.0,0.0,,,932.5526916605324,891.9882519336337,,,294.2734302987906,932.5526916605324,350.6327047568312,298.10444950270994,15.240586237247731,,37.636126445058174,1
2000-02-07,00Z,-0.2273743583345204,-7.276394232160817,-8.219662048619966,237.4,34.39999999999999,22.8,22.9,45.7,1729.7500969706268,1856.2346764369595,0.0,0.0,,,967.2828655136911,922.2722459610889,7.171903046970281,7.696334375205524,295.9661161100895,967.2828655136911,352.4878013172832,297.03898646929053,14.7281613695121,5646.077824779301,46.49309404141659,1
2000-02-07,12Z,,,,,,,,,1277.0858671564663,1170.290655343062,0.0,0.0,,,917.6495233705978,879.8845074819084,,,293.1209640875191,917.6495233705978,348.11005617517446,296.95572627192263,12.987422543048094,,35.850091244921266,0
2000-02-08,00Z,,,,,,,,,308.1393621221382,320.2275389052165,-21.85289611717203,-58.5864280150624,,,899.0453157582267,823.6431172818993,,,292.6159689803458,952.5155282663616,340.4761428689033,298.30624952419066,15.224224775327674,,33.809842218215856,0
2000-02-08,12Z,,,,,,,,,731.9632470731478,722.4849245313659,-0.0650967553843204,0.0,585.0913255769628,581.7472232056798,938.4307025294728,835.077140046565,,,294.09386597994023,939.3218774579176,348.7188997977647,299.696071955959,16.39682141300631,,43.70439517517273,0
2000-02-09,00Z,5.628050071905352,-0.1901052287245308,-1.3856297867594094,207.6,26.4,17.5,17.5,35.0,10.9979521656647,42.36990600383098,0.0,0.0,,,509.6328197867695,539.6097338663894,,,294.2000236063104,963.8804433377688,345.2198271730609,297.33587167402123,14.04174121658588,5691.952042560515,39.921561108815226,0
2000-02-09,12Z,,,,,,,,,309.1117659670963,271.75617678392024,0.0,0.0,615.1235765113945,609.7684135925003,933.456868959897,844.2630546952516,,,294.0747814368202,933.456868959897,349.6060337270152,299.48331773679746,15.778412454238804,,43.17204831502875,0
2000-02-10,00Z,,,,,,,,,187.6986952413672,175.21263534499766,-20.38824962601,-85.2067168654616,593.4191212075708,,638.1259574562378,652.4110336143572,,,294.7701142270021,968.1666028398208,346.9868927941518,299.3543479760039,15.54069273955652,,45.11593143424077,0
2000-02-10,12Z,,,,,,,,,258.51535663710706,257.2705033993871,-24.397378047557467,-46.12828220262653,,,782.159494468475,773.610101202343,,,295.34216611826275,932.2773212986256,355.5504635000516,302.2018361953431,16.11318079398469,,40.4667547458903,0
2000-02-11,00Z,,,,,,,,,0.0,0.0,0.0,0.0,661.0105748774142,649.7581922812743,952.2234763426763,911.4592451126643,,,294.08500332652426,952.2234763426763,346.58376266316174,298.52802577557594,16.23811177008875,,37.10361540664272,0
2000-02-11,12Z,,,,,,,,,281.8486045929311,156.81610040394298,0.0,0.0,,,836.3631852736071,833.1671166988648,,,293.7160598262583,918.6632042591142,350.5145968537102,299.7063752660583,12.02435273316238,,23.593350050147507,0
2000-02-12,00Z,,,,,,,,,152.1075693902485,153.81894035091906,-22.13633179698347,-90.05597616142778,641.2786992726533,639.0142664050074,762.8506428139871,748.6586984676135,,,294.0485277412497,966.6977525732838,344.1390563025457,298.79914375898005,16.352284467977096,,42.58210374453296,0
2000-02-12,12Z,,,,,,,,,252.6193289308409,285.0260858733351,-87.50644368218227,-102.56746196426153,,,788.868156876271,779.6353458289808,,,294.3490574527484,931.2125608586304,351.19436814074385,302.3503132314057,16.86085322662237,,36.28686633043421,0
2000-02-13,00Z,,,,,,,,,233.8632305057532,196.71961616380932,0.0,-10.113020777221712,,,871.0933422228524,838.4793889770715,,,295.07265580515065,961.5804229449824,349.3781707946768,299.4584450005049,16.297626441160105,,35.977034677889094,0
2000-02-13,12Z,,,,,,,,,199.45631888896983,0.0,0.0,0.0,,,821.4512097043969,814.1088658034557,,,292.88728790056183,904.464228394894,349.3209576398981,299.9358531165561,13.291029815863777,,27.89053653756616,0
2000-02-14,00Z,,,,,,,,,32.698680298348684,22.34627638935529,-66.99227407094571,-139.6648475424726,751.2964453191469,,807.1212694455819,696.8923527394758,,,294.0485306000759,967.661728857116,343.98884332435995,299.6237887886992,17.291480819364914,,38.97962042870955,0
2000-02-14,12Z,,,,,,,,,375.8276509391029,0.0,0.0,0.0,,,860.1128902385918,825.238526023084,,,293.5177060903418,919.5470969369152,349.50005993985286,299.12655791855826,16.60707007218444,,39.210126131058246,0
2000-02-15,00Z,,,,,,,,,85.77188942376807,57.45920543652235,0.0,0.0,715.9825770983504,714.9162353586821,857.4922247588343,801.4839118421801,,,291.8310670173602,943.2275180478248,338.8088296606828,296.45827568480524,12.692688922342647,,33.211315731995704,0
2000-02-15,12Z,,,,,,,,,28.47430681488574,27.39317725643981,-38.04335361611897,-56.80526399841541,,,743.6246872620259,737.2658133459964,,,289.65742994794346,879.884889518522,340.3578446309061,300.2938731434939,12.968811459810546,,29.23379441819676,0
2000-02-16,12Z,,,,,,,,,234.8498481471,233.19870320211567,0.0,-27.95481597459464,,,831.2963159801949,800.4374395927708,,,292.5258608006026,918.4672493130548,345.4766816147556,299.41932818512004,15.47541344755088,,39.03586081145421,0
2000-02-17,00Z,0.7052654104093783,-4.717623884587045,-5.833209996046207,173.39999999999998,26.90000000000001,21.5,24.700000000000003,46.2,982.3942672333626,1165.6977523343346,0.0,0.0,,,957.2209567603616,864.9105656230339,17.65740397103783,20.95207271421172,293.30794022602487,957.2209567603616,342.5439354297248,296.5751258434459,13.744750620371322,5663.244309827382,36.026400708941594,0
2000-02-17,12Z,,,,,,,,,174.6475931853658,152.60805098576105,-17.840846144785974,-43.3496619874546,,,819.6953340850301,774.1392160511597,,,294.56338063613134,947.3555670608922,349.45409895015547,302.1076701022844,12.985771093712682,,32.51560115518631,0
2000-02-18,00Z,7.176202430597027,-0.6441222762455139,-1.708561701072938,183.4,23.7,14.5,19.5,34.0,1114.7112060390955,1146.7955671753675,0.0,0.0,,,959.17530930516,917.8985780682134,,,294.55065559418904,959.17530930516,347.4741036356031,297.57889669527134,11.6498114663594,5647.489307830654,33.10792229307542,0
2000-02-18,12Z,6.131903848367438,1.7655383153534905,0.955156100147974,218.0,26.0,14.6,18.5,33.1,696.9474421580495,788.3552857396623,-28.320999452391945,-53.65753770391555,,,460.2325327080754,480.4054534925911,5.30099828999724,5.996248452646637,293.95179062741306,929.2986577315108,349.7603220238817,301.2135480498997,17.303699887643333,5716.521284116872,49.68010153177033,0
2000-02-19,00Z,-3.805610426011743,-9.273764981012665,-10.47091967861428,288.60000000000014,40.0,26.6,26.700000000000003,53.3,1178.9217711218816,1168.5663141127889,0.0,0.0,,,981.98318733871,939.1885895400176,4.228901984815794,4.1917559978876255,295.13476244567187,981.98318733871,346.3829280513109,297.4727478903791,15.29250397630848,5647.002333980902,43.596783889842094,0
2000-02-19,12Z,,,,,,,,,749.5661557947628,733.8634286420013,0.0,0.0,529.0965854494569,523.9056008182802,945.7124235048498,906.331095727832,,,293.79103183542946,945.7124235048498,346.3759224979089,297.8113729582301,15.066381211859715,,43.324493417606526,0
2000-02-20,00Z,5.561964463418192,3.7878097053225153,2.967562629054674,209.71315789473684,30.81315789473684,17.013157894736842,17.21315789473684,34.22631578947369,450.28189884236167,421.8552261912105,0.0,0.0,549.2614261488352,546.3607485051608,959.965852245066,847.9273254203309,1.804617273013501,1.6906902761423095,292.5585966520408,959.965852245066,339.1198074024956,296.0293281144413,13.363467871085753,5659.800494611804,45.47097785568264,0
2000-02-20,12Z,,,,,,,,,619.4665271708184,635.0518516020579,0.0,-0.94316684292022,,,948.7803541125102,865.9727996821078,,,292.5687875411407,948.7803541125102,340.8605125060891,296.97316688393084,14.717949491082168,,40.836794766361166,0
2000-02-21,00Z,,,,,,,,,499.8892937591031,501.358657009283,-75.6842684182258,-139.56108377616326,561.1065162715566,556.0321469018093,859.8540366462066,811.9503514367309,,,293.7652037348264,978.5744827341856,341.1438900820428,299.15327810016754,16.219480548595712,,45.86063034605112,0
2000-02-21,12Z,-0.4430885749682485,-5.059057557210542,-5.988325006229559,214.0,36.900000000000006,22.6,23.7,46.3,2528.602250342596,2554.7619711132834,0.0,0.0,,,944.7692729394828,887.2977391397784,,,293.7910272479961,944.7692729394828,346.5277914779577,298.5619502469098,13.606393553406589,5507.852872184903,46.16596881257757,0
2000-02-22,00Z,4.347761335897223,63.833942754757466,63.99872195482618,209.4,22.599999999999994,17.599999999999998,18.9,36.5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,245.51424989650604,946.9762772522856,250.5187466706228,298.1512638151569,13.82302995761825,5708.529881291882,41.67974113748787,0
2000-02-22,12Z,7.828539943475278,1.334246345698716,0.3838693728070552,129.0,14.5,12.5,21.5,34.0,197.25983895757307,244.98547337294391,0.0,0.0,566.9916703793562,,747.9697317828765,468.5966184507932,1.294764365268651,1.6080235217062262,290.67640605423645,892.8675135787539,342.187498217133,299.5348700839932,12.78741489562126,5721.433516873617,35.21946128260335,0
2000-02-23,00Z,7.0882332328048845,2.6926261852629976,1.5768443451826784,157.39999999999998,20.1,13.9,20.9,34.8,67.79637723922961,111.79020173256252,-20.73074832375225,-72.82409712799436,574.6877182520369,565.9235342861966,725.5291021318845,651.0276149659335,0.5040265214831149,0.8310949465092602,291.9718038331974,950.6099726200388,338.23914685772155,297.6508730675075,14.29467992488069,5704.155106677099,35.43343311353283,0
2000-02-23,12Z,14.032177604938454,-1.9449948401281176,-2.8628029192317967,46.8,13.299999999999995,4.9,19.9,24.8,1265.0313070264276,1451.9915982073528,0.0,0.0,,,915.219839946546,904.8978705474416,8.968456223112947,10.293913686183895,294.7855379141274,946.7673346905476,350.53759873643133,299.201865736233,10.026857173508391,5688.840514498941,31.889547346986827,0
2000-02-24,00Z,5.248318442930678,-2.9102561346341997,-3.647583248736453,107.6,31.1,14.1,26.1,40.2,330.72890863738706,448.1833191021502,-54.70363363124865,-114.88406354244536,384.09307320287394,,735.803448098552,708.9499408989128,2.5658276269261977,3.477050575402226,293.1184906323807,948.9055578860788,343.0625796126576,298.90774576215466,15.849123755240084,5713.46812438519,50.354750069003,0
2000-02-24,12Z,5.1078801567367575,-8.144534281108644,-8.965247234743742,111.6,29.3,14.5,25.5,40.0,1850.9168050698688,2031.3457171950784,0.0,0.0,,,963.6711973535466,914.9916946864132,13.982516453810693,15.345543806322452,297.2640687581267,963.6711973535466,359.3258442463011,300.6486892914469,12.79567827924038,5718.968977023275,41.60745462507493,0
2000-02-25,00Z,3.8285399434752776,-4.793027205966496,-5.436285867047104,130.0,27.5,16.5,25.5,42.0,929.3402204992178,1118.5649237949544,-0.3784359637915036,-25.08641942073685,,,837.6926526782837,838.1658690040391,7.4205068820497795,8.9314101896733,294.6742101216,963.4683157786004,347.3213628371676,299.02324094467525,15.856451247928792,5705.647623511633,48.00935195469507,0
2000-02-25,12Z,2.879828278151661,-2.22947093710353,-2.820897846460974,183.94942528735635,34.68735632183908,18.28735632183908,22.78735632183908,41.07471264367816,367.1210306154608,372.4262079771953,-1.5567206132000375,-32.60661812573711,448.9839667829229,407.6067167210956,859.7951726599845,766.7570215035922,1.8748068087654437,1.901899189234124,293.7436316888917,942.9565180412022,346.61847224262056,299.1488999444921,16.529592375533575,5716.406458128113,57.06181122002795,0
